College Code,College Name,Branch Code,Branch Rank,Integrated Rank,Gender,Region,Caste,Seat Category
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSM,2836,15004,M,OU,BC_E,MUS_GEN_OU
ARJN,"ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE, BATASINGARAM",CSM,2718,15005,F,OU,BC_D,BC_D_GIRLS_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSC,2837,15011,M,OU,SC,SC_GEN_OU
SMCD,"ST  MARYS ENGINEERING COLLEGE, DESHMUKHI",CSM,2720,15013,F,OU,OC,CHR_GEN_OU
SCET,"SHADHAN COLL OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), PEERANCHERU",CSE,2412,15015,M,OU,OC,MUS_GEN_OU
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE, PARVATHAPUR",CSC,2414,15021,M,OU,BC_D,OC_GIRLS_OU
BITN,"BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), NARSAMPET",CSE,2416,15025,M,OU,BC_E,BC_E_GEN_OU
NREC,"NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSE,2842,15026,M,OU,SC,SC_GIRLS_OU
VGWL,"VAGDEVI ENGINEERING COLLEGE (AUTONOMOUS), WARANGAL",ECE,4068,15030,M,OU,BC_E,BC_E_GEN_OU
SVIT,"SWAMI VIVEKANANDA INST OF TECHNOLOGY, SECUNDERABAD",CSE,2382,15032,F,OU,BC_D,BC_D_GEN_OU
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE, PARVATHAPUR",CSE,2846,15033,F,OU,OC,SC_GIRLS_OU
METH,"METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), ABIDS",AID,4070,15041,M,OU,BC_B,BC_B_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,2423,15052,M,OU,SC,SC_GIRLS_UR
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE, GHATKESAR",CSE,2727,15057,M,OU,SC,SC_GEN_OU
SMED,"ST  MARYS GROUP OF INSTITUTIONS, DESHMUKHI",CSE,2855,15062,M,OU,SC,CHR_GEN_UR
SWET,"SHADHAN WOMENS COLL OF ENGG AND TECHNOLOGY, KHAIRTABAD",EEE,2855,15062,F,OU,BC_B,MUS_GIRLS_UR
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",CSE,2387,15068,M,OU,ST,ST_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,2429,15074,M,OU,BC_D,BC_B_GIRLS_OU
SANA,"SANA ENGINEERING COLLGE, KODAD",CSD,150,15080,M,OU,BC_D,MUS_GEN_UR
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,2431,15080,M,OU,BC_D,BC_C_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",CHE,91,15082,M,OU,SC,SC_GEN_OU
MGHA,"MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN, GHATKESAR",CSE,2728,15082,F,OU,BC_A,BC_E_GIRLS_OU
AVIH,"AVANTHI INST OF ENGG AND TECHNOLOGY, HAYATHNAGAR",ECE,4073,15088,M,OU,SC,SC_GEN_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",AI,2389,15089,M,OU,BC_E,BC_E_GEN_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSD,2433,15090,M,OU,SC,SC_GEN_OU
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CSM,2865,15091,F,OU,BC_D,BC_D_PHO_GIRLS_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",MEC,2435,15093,M,OU,OC,EWS_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",AUT,2439,15100,F,OU,BC_D,BC_D_GIRLS_OU
KNRR,"KASIREDDY NARAYANAREDDY COLL ENGG RES, HAYATHNAGAR",CSE,2439,15100,M,OU,SC,SC_GEN_OU
VITS,"SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI, MAHABUBNAGAR",MEC,2439,15100,M,OU,SC,SC_GEN_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSD,2875,15115,M,OU,BC_B,BC_B_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CIV,2734,15118,F,OU,SC,SC_GIRLS_OU
AKIT,"ABDULKALAM INST OF TECHNOLOGY AND SCI, KOTHAGUDEM",EEE,2877,15120,F,OU,BC_A,BC_A_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",INF,4075,15122,M,OU,BC_D,BC_B_GEN_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",INF,2444,15129,M,OU,ST,ST_GEN_OU
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",ECE,4077,15130,F,OU,SC,SC_GEN_OU
ELEN,"ELLENKI COLLGE OF ENGG AND TECHNOLOGY, PATANCHERU",CSE,2736,15131,M,OU,SC,ST_GIRLS_UR
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSE,2393,15136,M,OU,SC,SC_GIRLS_UR
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,2882,15136,M,OU,SC,SC_GEN_OU
CHTN,"SREE CHAITANYA COLLEGE OF ENGINEERING, KARIMNAGAR",MEC,2449,15150,M,OU,BC_A,BC_A_GIRLS_OU
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",AID,2888,15152,M,OU,BC_E,BC_E_GEN_OU
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE, GHATKESAR",CSE,2888,15152,M,OU,BC_A,BC_A_PHO_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSB,2451,15154,M,OU,BC_B,BC_B_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,2453,15161,M,OU,ST,ST_GEN_OU
TKEM,"TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS), MIRPET",CSE,2395,15162,M,OU,OC,OC_GEN_OU
SVSE,"SVS GRP OF INSTNS - SVS INST OF TECH, HANAMKONDA",ECE,4080,15167,M,OU,BC_B,BC_B_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,2744,15169,M,OU,SC,SC_GIRLS_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",ECE,4081,15173,M,OU,SC,SC_GEN_OU
BOMA,"BOMMA INST OF TECHNOLOGY AND SCI, KHAMMAM",CSE,290,15176,M,OU,BC_D,BC_B_GIRLS_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",EEE,2893,15177,F,OU,SC,SC_GIRLS_OU
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN, MAISAMMAGUDA",CSE,2745,15183,F,OU,ST,ST_GIRLS_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSM,2460,15184,M,OU,BC_A,BC_A_GIRLS_OU
SMSK,"SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSE,2896,15186,F,OU,SC,SC_SG_GIRLS_OU(0)
VCET,"VISWESWARAYA COLL OF ENGG AND TECHNOLOGY, IBRAHIMPATAN",CSE,2896,15186,M,OU,BC_B,BC_B_GEN_OU
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA, PALONCHA",EEE,2898,15188,F,OU,SC,SC_GEN_OU
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",EEE,2899,15191,M,OU,SC,SC_GEN_OU
LRDS,"LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), HIMAYATSAGAR",CSM,2463,15192,M,OU,BC_D,MUS_GEN_OU
NIET,"NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY, CHOUTUPPAL",CSE,2398,15197,M,OU,BC_B,BC_B_GEN_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSD,2746,15200,M,OU,ST,ST_GEN_OU
SMED,"ST  MARYS GROUP OF INSTITUTIONS, DESHMUKHI",CSE,2903,15202,M,OU,BC_B,CHR_GEN_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",CSM,2907,15211,M,OU,OC,EWS_GEN_OU
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",INF,2750,15214,M,OU,SC,SC_GIRLS_OU
JAYA,"JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS), NARSAMPET",CSE,2472,15218,M,OU,BC_D,BC_A_GEN_OU
SMIC,"ST MARYS INTEGRATED CAMPUS, DESHMUKHI",CSE,2474,15225,F,OU,BC_A,CHR_GEN_OU
SVIT,"SWAMI VIVEKANANDA INST OF TECHNOLOGY, SECUNDERABAD",CSC,2914,15228,F,OU,BC_D,BC_D_GIRLS_OU
SDEW,"SRIDEVI WOMENS ENGINEERING COLLEGE AUTONOMOUS, GANDIPET",CSE,2915,15230,F,OU,BC_D,BC_D_GIRLS_OU
SMCD,"ST  MARYS ENGINEERING COLLEGE, DESHMUKHI",AID,2918,15235,M,OU,SC,CHR_GEN_OU
VBIT,"VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GHATKESAR",INF,2919,15236,M,OU,SC,SC_GIRLS_OU
SCET,"SHADHAN COLL OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), PEERANCHERU",CSE,2479,15244,M,OU,BC_E,MUS_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,2479,15244,M,OU,ST,ST_GIRLS_UR
KTKM,"KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE, HUZURABAD",CSE,2922,15245,F,OU,BC_E,BC_E_GIRLS_OU
ANRK,"ANURAG ENGINEERING COLLEGE AUTONOMOUS, KODAD",CSE,2481,15249,M,OU,BC_D,SC_GEN_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",AIM,152,15252,M,OU,BC_A,BC_A_GEN_OU
MRIT,"MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS), MAISAMMAGUDA",INF,2927,15256,F,OU,OC,EWS_GIRLS_OU
PRIW,"PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN, KHAMMAM",CSE,2484,15257,F,OU,BC_A,BC_D_GIRLS_UR
SFEC,"CRIMSON INSTITUTE OF TECHNOLOGY, BANDLAGUDA",CSE,93,15264,M,OU,BC_E,MUS_GEN_UR
KUEWSF,"UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS, WARANGAL",CSM,94,15266,F,OU,BC_D,BC_D_GIRLS_OU
SNTI,"SCIENT INSTITUTE OF TECHNOLOGY, IBRAHIMPATAN",CSE,2930,15266,M,OU,OC,SC_GEN_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",INF,2487,15268,M,OU,ST,ST_GEN_UR
AVNI,"AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSM,2934,15272,M,AU,BC_C,ST_GEN_OU
SANA,"SANA ENGINEERING COLLGE, KODAD",EEE,2934,15272,M,OU,BC_E,MUS_GEN_OU
GNIT,"GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,2935,15274,F,OU,SC,SC_GIRLS_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",CSD,2936,15275,M,OU,BC_A,BC_A_GEN_OU
ANRK,"ANURAG ENGINEERING COLLEGE AUTONOMOUS, KODAD",CSE,2937,15279,M,OU,BC_B,BC_A_GIRLS_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",CSE,2402,15285,F,OU,BC_D,BC_D_GEN_OU
KUCESF,"K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE, KOTHAGUDEM",EEE,2940,15291,M,OU,SC,SC_GEN_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",CSD,2494,15293,M,OU,BC_B,SC_GEN_OU
HOLY,"HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS), KEESARA",CSM,4092,15297,M,OU,BC_B,BC_B_GIRLS_OU
GNPT,"GANAPATHI ENGINEERING COLLGE, WARANGAL",EEE,2945,15302,F,OU,BC_D,BC_D_GIRLS_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",ECE,4093,15304,F,OU,BC_A,BC_E_GIRLS_OU
BOSE,"ANU BOSE INSTT OF TECHNOLOGY, PALONCHA",ECE,4094,15305,F,OU,ST,ST_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",INF,4097,15308,F,OU,BC_B,BC_B_GIRLS_OU
AVIH,"AVANTHI INST OF ENGG AND TECHNOLOGY, HAYATHNAGAR",MEC,2498,15310,F,OU,BC_B,BC_B_GIRLS_OU
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSE,4100,15312,M,OU,SC,SC_GEN_OU
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",CSE,2404,15313,F,OU,BC_B,BC_E_GEN_OU
CJIT,"CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI, JANGAON",CSE,2754,15314,M,OU,BC_D,CHR_GEN_OU
MHVR,"MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY, BANDLAGUDA",ECE,4101,15317,M,OU,SC,SC_GEN_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",MEC,2499,15318,F,OU,OC,OC_GIRLS_OU
SRYS,"SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), NAGOLE",CSE,2405,15319,F,OU,BC_B,BC_A_GEN_OU
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",EEE,2948,15322,M,OU,BC_E,BC_E_GEN_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",INF,2500,15323,M,OU,SC,SC_GEN_OU
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",CSE,2406,15325,M,OU,SC,SC_GEN_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSE,2407,15330,F,OU,BC_A,BC_A_GIRLS_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",ANE,2501,15333,M,OU,OC,EWS_GEN_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",CSE,2408,15334,F,OU,BC_B,BC_B_GIRLS_OU
SRIW,"SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN, HASANPARTHY",ECE,4110,15342,F,OU,OC,EWS_GIRLS_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSC,4111,15346,M,OU,BC_B,OC_PHH_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",AID,4112,15347,M,OU,OC,EWS_GEN_OU
ARJN,"ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE, BATASINGARAM",CSE,75,15349,M,OU,SC,ST_GIRLS_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",CSM,153,15353,F,OU,SC,SC_GIRLS_OU
KLRT,"KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA, PALONCHA",MEC,2505,15358,F,OU,SC,OC_GIRLS_OU
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), IBRAHIMPATAN",CSC,4117,15358,M,OU,BC_D,SC_GEN_OU
STLW,"STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS), ABIDS",INF,4117,15358,F,OU,BC_A,BC_C_GIRLS_OU
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS, HAYATHNAGAR",CSE,4119,15361,M,OU,SC,SC_GEN_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",CSE,2411,15366,M,OU,BC_A,BC_A_GIRLS_OU
VGSE,"VAAGESHWARI COLL OF ENGINEERING, KARIMNAGAR",ECE,4120,15366,F,OU,OC,EWS_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSM,2412,15367,M,OU,BC_D,OC_GEN_UR
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",CSC,2414,15370,M,OU,BC_D,BC_A_GEN_OU
KPRT,"KOMMURI PRATAP REDDY INST OF TECHNOLOGY  (AUTONOMOUS), GHATKESAR",CSE,2764,15370,F,OU,BC_B,SC_GIRLS_OU
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",ECE,4121,15374,M,OU,SC,ST_GEN_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSM,2415,15377,F,OU,BC_B,SC_GIRLS_UR
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",AIM,2416,15380,M,OU,BC_A,BC_A_GIRLS_OU
NRCM,"NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CSE,2508,15386,M,OU,BC_E,BC_E_GIRLS_OU
MJCT,"M J COLLEGE OF ENGINEERING AND TECHNOLOGY, BANJARA HILLS",INF,2417,15387,M,OU,OC,MUS_GEN_OU
KCEA,"KSHATRIYA COLLEGE OF ENGINEERING, ARMOOR",CSE,2770,15389,F,OU,BC_B,BC_B_GEN_OU
BITN,"BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), NARSAMPET",CSE,4127,15393,M,OU,BC_B,BC_B_GIRLS_OU
SMSK,"SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSD,4130,15396,F,OU,OC,SC_GEN_OU
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",INF,4132,15398,M,OU,SC,SC_GEN_OU
SMSK,"SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), GHATKESAR",CSM,2953,15405,M,OU,BC_D,BC_D_GEN_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",AID,154,15407,F,OU,BC_A,BC_A_GEN_OU
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",CSE,2773,15409,M,OU,BC_D,BC_D_GIRLS_OU
BIET,"BHARAT INSTITUTE OF ENGG AND TECHNOLOGY, IBRAHIMPATNAM",CSE,2774,15410,F,OU,OC,SC_GEN_OU
NNRG,"NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS), GHATKESAR",CSD,2510,15412,M,OU,BC_D,SC_GIRLS_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",MEC,2510,15412,M,OU,BC_B,BC_B_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",INF,2421,15414,M,OU,SC,SC_PHH_GIRLS_OU
TCTK,"TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY, KARIMNAGAR",ECE,4136,15414,F,OU,BC_D,BC_D_GIRLS_OU
TKRC,"T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MIRPET",CSD,2512,15419,M,OU,BC_A,BC_A_GEN_UR
BRIG,"BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS, HAYATHNAGAR",MEC,2512,15419,M,OU,BC_A,BC_A_GEN_OU
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY, NARSINGAYAPALLY VILLAGE",CSM,155,15421,M,OU,BC_B,SC_GEN_UR
KUWLSF,"KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE, WARANGAL",CSD,156,15422,M,OU,ST,ST_GIRLS_OU
BVRW,"BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS), BACHUPALLY",INF,157,15424,F,OU,ST,ST_GIRLS_OU
MRCE,"MALLA REDDY COLLEGE OF ENGINEERING, MYSAMMAGUDA",CSD,4141,15432,M,OU,OC,EWS_GIRLS_OU
VREC,"VIJAYA RURAL ENGINEERING COLLEGE, NIZAMABAD",ECE,4141,15432,F,OU,BC_B,BC_A_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSM,2423,15433,M,OU,BC_D,BC_A_GIRLS_UR
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN, MAISAMMAGUDA",CSE,2958,15442,F,OU,BC_D,BC_D_GIRLS_OU
SRYS,"SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS), NAGOLE",CSD,4148,15447,M,OU,BC_B,BC_B_GIRLS_OU
VMTW,"VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN, GHATKESAR",ECE,4148,15447,F,OU,SC,SC_GIRLS_OU
MGUNSF,"MGU COLLEGE OF ENGINEERING AND TECHNOLOGY, NALGONDA",EEE,2960,15448,F,OU,BC_B,BC_B_GIRLS_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSD,2424,15451,M,OU,SC,SC_GEN_OU
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS), IBRAHIMPATAN",CSM,2425,15455,M,OU,BC_E,BC_B_GEN_UR
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CSE,2426,15459,M,OU,BC_D,BC_B_GIRLS_OU
KMCE,"KESHAV MEMORIAL COLLEGE OF ENGINEERING FORMERLY  VIGNANA BHARATHI ENGINEERING COLLEGE, IBRAHIMPATAN",CSC,2520,15459,M,OU,BC_A,BC_A_GIRLS_OU
JOGI,"JOGINPALLY B R ENGINEERING COLLEGE (AUTONOMOUS), YENKAPALLY",INF,2962,15461,M,OU,SC,SC_GIRLS_OU
CMRG,"CMR TECHNICAL CAMPUS (AUTONOMOUS), KANDLAKOYA",CSD,2427,15463,M,NL,OC,SC_GIRLS_OU
VISA,"VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY, BHONGIR",CSE,2521,15463,M,OU,SC,ST_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",CSM,2428,15467,M,AU,SC,SC_GEN_OU
BRIL,"BRILLIANT INSTT OF ENGG AND TECHNOLOGY, HAYATHNAGAR",ECE,4151,15467,F,OU,SC,SC_GEN_OU
MRTN,"ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS), DHULAPALLY",INF,2429,15469,M,AU,OC,EWS_GEN_UR
SDGI,"SREE DATTHA GRP OF INSTNS, IBRAHIMPATAN",CSE,78,15471,M,OU,SC,SC_GIRLS_OU
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSC,2524,15473,M,OU,BC_D,SC_GIRLS_OU
JNTM,"JNTUH UNIVERSITY COLLEGE OF ENGG  MANTHANI, MANTHANI",MIN,297,15477,M,OU,SC,ST_GIRLS_OU
VJIT,"VIDYAJYOTHI INSTITUTE OF TECHNOLOGY AUTONOMOUS, MOINABAD",CSE,2430,15477,F,OU,SC,SC_GEN_UR
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE, PARVATHAPUR",ECE,4153,15478,F,OU,OC,EWS_GEN_OU
JPNE,"JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING, MAHABUBNAGAR",ECE,4155,15481,F,OU,OC,EWS_GEN_OU
CMRM,"CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",AIM,2965,15482,F,OU,BC_A,BC_A_GIRLS_UR
AVIH,"AVANTHI INST OF ENGG AND TECHNOLOGY, HAYATHNAGAR",CSM,2966,15486,F,OU,BC_B,BC_D_GEN_OU
SCET,"SHADHAN COLL OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), PEERANCHERU",CSE,2967,15488,M,OU,BC_B,MUS_GEN_OU
MLRD,"MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS), MYSAMMAGUDA",CSI,2526,15491,M,OU,BC_A,BC_A_GEN_OU
MRIT,"MALLAREDDY INST OF TECHNOLOGY AND SCI (AUTONOMOUS), MAISAMMAGUDA",CSE,2783,15491,F,OU,SC,SC_GIRLS_OU
MREW,"MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN, MAISAMMAGUDA",CSE,2433,15495,F,OU,BC_A,BC_D_GIRLS_UR
AKIT,"ABDULKALAM INST OF TECHNOLOGY AND SCI, KOTHAGUDEM",ECE,4159,15495,M,OU,BC_B,BC_D_GEN_OU
SRIW,"SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN, HASANPARTHY",ECE,4160,15496,F,OU,SC,SC_GIRLS_OU
WESL,"CSI WESLEY INST OF TECHNOLOGY AND SCIENCES, SECUNDERABAD",CSE,2785,15499,F,OU,BC_B,BC_B_GIRLS_OU
JMTS,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS), KARIMNAGAR",EEE,2969,15510,F,OU,BC_D,BC_D_GIRLS_OU
