College Code,College Name,Branch Code,Branch Rank,Integrated Rank,Gender,Region,Caste,Seat Category
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",ECE,55,200,F,OU,OC,OC_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",MEC,22,201,M,OU,BC_B,OC_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",EEE,9,202,F,OU,BC_B,OC_GIRLS_UR
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",CSE,68,204,M,OU,BC_A,BC_A_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",ECE,56,205,F,OU,BC_B,BC_B_GIRLS_OU
METH,"METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS), ABIDS",CIV,44,206,M,OU,BC_B,BC_B_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,69,207,M,OU,BC_A,OC_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSE,70,208,M,OU,ST,ST_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",MEC,23,209,M,OU,BC_B,OC_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CIV,45,210,M,OU,BC_D,BC_D_PHO_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CIV,46,211,F,OU,BC_D,BC_D_GIRLS_OU
KGRH,"KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), MOINABAD",CSE,47,212,F,OU,BC_D,BC_C_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",CIV,48,213,F,OU,BC_D,OC_GIRLS_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",CIV,49,214,M,OU,BC_B,BC_B_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",CIV,50,215,F,OU,ST,ST_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",MEC,24,216,M,OU,BC_A,BC_A_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,57,219,M,OU,BC_D,BC_D_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",ECE,58,221,M,OU,BC_B,BC_B_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",CSM,72,223,M,OU,BC_D,BC_D_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",ECE,59,224,F,OU,SC,SC_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CIV,51,225,M,OU,BC_A,BC_A_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",ECE,60,226,F,OU,OC,EWS_GEN_OU
KMIT,"KESHAV MEMORIAL INST OF TECHNOLOGY, NARAYANAGUDA",CSE,73,227,M,AU,OC,OC_GEN_UR
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,74,228,M,OU,OC,OC_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,52,229,M,OU,BC_D,OC_GEN_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",CIV,53,231,F,OU,BC_B,OC_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",ECE,61,232,F,OU,BC_B,BC_B_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",CIV,54,233,F,OU,BC_A,BC_A_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",MEC,29,234,M,OU,BC_B,BC_B_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CSO,55,235,M,OU,BC_B,BC_B_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",ECE,62,236,M,OU,BC_B,BC_B_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,56,237,M,OU,BC_B,BC_B_GEN_UR
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,75,239,F,OU,BC_D,BC_D_GIRLS_UR
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",MEC,30,240,M,OU,BC_D,BC_D_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",ECE,64,241,F,OU,BC_B,BC_B_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSE,76,242,F,OU,OC,EWS_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",ECE,66,244,M,OU,BC_B,BC_B_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",EEE,10,245,M,OU,BC_B,OC_GEN_OU
KMIT,"KESHAV MEMORIAL INST OF TECHNOLOGY, NARAYANAGUDA",CSE,77,247,F,OU,OC,OC_GIRLS_UR
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",CIV,57,248,M,OU,SC,SC_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",CIV,58,249,F,OU,OC,EWS_GIRLS_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",CIV,59,250,F,OU,BC_B,BC_B_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",AID,78,251,M,OU,BC_D,BC_D_GEN_UR
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CIV,60,252,F,OU,SC,SC_GEN_UR
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSE,79,253,F,OU,BC_A,BC_A_GEN_OU
KUCE,"K U COLLEGE OF ENGG  KOTHAGUDEM, KOTHAGUDEM",MIN,3,254,M,OU,SC,OC_GEN_OU
KMIT,"KESHAV MEMORIAL INST OF TECHNOLOGY, NARAYANAGUDA",INF,80,255,M,OU,BC_B,OC_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",ECE,68,257,F,OU,BC_D,BC_D_GIRLS_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,69,258,M,OU,OC,EWS_GEN_UR
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CIV,61,259,F,OU,SC,SC_GIRLS_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,81,260,F,OU,BC_A,OC_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",ECE,70,261,F,OU,BC_B,BC_B_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",EEE,11,262,F,OU,OC,OC_GIRLS_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",EEE,12,263,M,OU,BC_D,BC_D_GEN_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",CIV,62,264,F,OU,BC_B,BC_B_GIRLS_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",MEC,31,266,M,OU,BC_B,BC_B_GEN_UR
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CIV,63,266,F,OU,BC_B,BC_B_GIRLS_OU
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR, SULTANPUR",CIV,64,267,F,OU,BC_B,BC_B_GEN_UR
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",ECE,71,268,F,OU,BC_B,BC_B_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",MEC,32,269,M,OU,BC_D,OC_GEN_OU
MLID,"M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS), DUNDIGAL",CSE,33,270,M,OU,BC_B,BC_B_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",CIV,65,271,M,OU,BC_B,BC_B_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",ECE,72,272,F,OU,BC_B,BC_B_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",MEC,34,273,M,OU,BC_B,BC_B_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",CSM,82,274,M,OU,BC_B,BC_B_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,73,275,F,OU,BC_B,OC_GIRLS_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSE,83,277,M,OU,BC_D,BC_D_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,75,278,M,OU,BC_B,BC_B_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,84,279,F,OU,OC,EWS_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",EEE,13,280,M,OU,BC_D,OC_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",EEE,14,281,M,OU,OC,OC_GEN_UR
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",EEE,15,282,M,OU,BC_D,BC_D_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CIV,66,283,M,OU,BC_A,BC_A_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",MEC,36,285,M,OU,BC_B,BC_B_GEN_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CSE,67,286,M,OU,BC_A,BC_A_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",ECE,76,287,F,OU,BC_D,BC_D_GIRLS_OU
MRCW,"MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS), MAISAMMAGUDA",CSE,68,288,F,OU,BC_A,BC_A_GIRLS_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,85,289,F,OU,BC_D,BC_D_GIRLS_UR
MREC,"MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS), MAISAMMAGUDA",CIV,69,290,M,OU,BC_D,OC_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CIV,70,292,F,OU,SC,SC_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",CSE,86,293,M,OU,BC_D,BC_D_GEN_UR
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",CSE,87,294,F,OU,OC,OC_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",CSE,88,295,M,OU,SC,SC_GEN_UR
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,71,297,F,OU,BC_B,BC_B_GIRLS_UR
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",INF,39,298,M,OU,BC_B,BC_B_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,77,299,F,OU,BC_B,BC_B_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",CSM,89,300,M,OU,BC_D,BC_D_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",MEC,40,301,M,OU,BC_D,BC_D_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,78,302,M,OU,BC_B,OC_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,79,303,M,OU,BC_B,OC_PHH_GEN_OU
VGNT,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCI, DESHMUKHI",CIV,72,305,M,OU,BC_B,BC_B_GEN_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",CIV,73,306,M,OU,BC_A,BC_A_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",AID,90,307,F,OU,OC,OC_GIRLS_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",CIV,74,308,M,OU,BC_D,BC_D_GEN_OU
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING  SULTANPUR, SULTANPUR",CIV,75,309,M,OU,BC_B,OC_GEN_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",CIV,76,310,M,OU,BC_D,BC_D_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",CIV,77,311,M,OU,ST,ST_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSM,91,312,F,OU,BC_B,BC_B_GEN_UR
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSM,92,313,M,OU,OC,EWS_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSM,93,314,M,OU,OC,EWS_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",INF,78,315,M,OU,BC_D,BC_D_GEN_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",ECE,81,316,M,OU,BC_B,OC_GEN_UR
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",EEE,16,317,M,OU,OC,OC_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",CSE,95,319,M,OU,OC,OC_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSE,96,320,F,OU,BC_B,BC_B_GIRLS_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",CIV,79,321,F,OU,BC_D,BC_D_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CIV,80,322,M,OU,ST,ST_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",MEC,41,323,M,OU,BC_B,BC_B_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",ECE,82,324,F,OU,BC_B,BC_B_GIRLS_UR
CMRN,"CMR ENGG COLLEGE (AUTONOMOUS), KANDLAKOYA",CSE,81,325,F,OU,BC_D,BC_D_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",CIV,82,326,M,OU,OC,EWS_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,83,327,M,OU,BC_D,BC_D_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",INF,97,328,F,OU,OC,EWS_GIRLS_UR
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",ECE,83,329,F,OU,BC_A,BC_A_GIRLS_OU
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,84,330,F,OU,BC_D,OC_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",MEC,42,332,M,OU,ST,ST_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,85,334,M,OU,BC_B,OC_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,85,334,F,OU,OC,EWS_GIRLS_OU
ACEG,"A C E ENGINEERING COLLEGE (AUTONOMOUS), GHATKESAR",CIV,86,336,M,OU,BC_B,BC_B_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSE,99,338,M,OU,BC_D,BC_D_GEN_OU
JNTH,"JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD, HYDERABAD",CSM,100,339,F,OU,BC_B,BC_B_GEN_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",CIV,88,340,F,OU,BC_D,BC_D_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",MEC,43,341,M,OU,BC_D,BC_D_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSE,101,342,M,OU,BC_B,BC_B_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",ECE,88,345,F,OU,BC_A,BC_A_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,90,348,M,OU,BC_B,BC_B_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,91,349,M,OU,OC,EWS_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSM,103,350,F,OU,OC,OC_GIRLS_OU
GCTC,"GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KEESARA",CIV,89,352,M,OU,OC,OC_GEN_OU
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",CSE,105,353,M,OU,BC_B,OC_GEN_UR
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CIV,90,354,F,OU,SC,SC_GEN_OU
IARE,"INSTITUTE OF AERONAUTICAL ENGINEERING, DUNDIGAL",INF,91,355,F,OU,OC,OC_CAP_GIRLS_UR(0)
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",MEC,44,356,F,OU,BC_B,OC_GIRLS_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CIV,93,358,F,OU,BC_D,BC_D_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSE,106,359,M,OU,BC_B,BC_B_GEN_OU
OUCT,"O U COLLEGE OF TECH  HYDERABAD, HYDERABAD",CHE,6,360,F,AU,OC,OC_CAP_GIRLS_UR(0)
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,107,361,F,OU,BC_B,BC_B_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",MEC,45,362,M,OU,BC_B,BC_B_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,110,366,M,OU,BC_D,BC_D_GEN_OU
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",MEC,46,367,M,OU,BC_D,OC_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,92,368,M,OU,BC_B,BC_B_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",BME,93,369,M,OU,OC,OC_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",ECE,94,371,F,OU,OC,EWS_GIRLS_UR
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",CSE,111,371,F,OU,BC_D,BC_D_GIRLS_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",ECE,95,372,M,OU,BC_D,BC_D_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSE,112,374,F,OU,BC_D,BC_D_GIRLS_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",ECE,96,375,M,OU,BC_D,BC_D_GEN_UR
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,96,378,F,OU,BC_D,BC_D_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,97,379,M,OU,OC,EWS_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",CSE,114,380,F,OU,OC,OC_GIRLS_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",MEC,47,381,M,OU,BC_B,BC_B_GEN_OU
CMRK,"C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS), KANDLAKOYA",CIV,98,382,M,OU,BC_B,BC_B_GEN_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",CSE,115,383,F,OU,OC,OC_GIRLS_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",AIM,116,384,M,OU,BC_D,OC_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",ECE,98,385,F,OU,BC_B,OC_CAP_GIRLS_UR(0)
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CIV,99,386,M,OU,BC_E,BC_E_GEN_OU
KITS,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI, WARANGAL",CIV,100,387,F,OU,BC_D,BC_D_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",ECE,99,388,F,OU,BC_D,BC_D_GIRLS_OU
OUCT,"O U COLLEGE OF TECH  HYDERABAD, HYDERABAD",CHE,7,389,F,OU,BC_B,OC_GEN_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",ECE,100,390,M,OU,BC_D,BC_D_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",INF,117,391,F,OU,BC_D,BC_D_GIRLS_UR
MVSR,"M V S R ENGINEERING COLLEGE (AUTONOMOUS), NADERGUL",ECE,101,392,M,OU,BC_D,OC_GEN_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",MEC,48,393,F,OU,BC_B,OC_GIRLS_OU
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSM,118,394,F,OU,OC,OC_GIRLS_OU
BVRI,"B V RAJU INSTITUTE OF TECHNOLOGY, NARSAPUR",ECE,102,395,F,OU,BC_B,OC_GIRLS_OU
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",ECE,103,396,F,OU,BC_B,BC_B_GEN_UR
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",CSE,119,397,M,OU,BC_A,BC_A_GEN_OU
VASV,"VASAVI COLLEGE OF ENGINEERING, HYDERABAD",CSE,120,398,F,OU,BC_B,BC_B_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",INF,121,399,F,OU,OC,OC_GIRLS_OU
GRRR,"GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH, MIYAPUR",MEC,49,400,M,OU,BC_B,BC_B_GEN_OU
CBIT,"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, GANDIPET",EEE,17,401,M,OU,BC_D,OC_GEN_OU
OUCE,"O U COLLEGE OF ENGG  HYDERABAD, HYDERABAD",EEE,18,402,F,OU,BC_B,BC_B_GIRLS_OU
VREC,"VIJAYA RURAL ENGINEERING COLLEGE, NIZAMABAD",EEE,19,403,M,OU,SC,OC_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",MEC,50,404,M,OU,BC_D,BC_D_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,101,405,M,OU,BC_D,BC_D_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",MEC,51,406,M,OU,BC_B,OC_GEN_UR
VJEC,"V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH, BACHUPALLY",ECE,104,408,F,OU,BC_A,BC_A_GEN_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",MEC,52,409,M,OU,BC_D,OC_GEN_OU
MGIT,"MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS), GANDIPET",CIV,102,410,M,OU,ST,ST_GEN_OU
CVSR,"ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG), GHATKESAR",CIV,103,411,F,OU,BC_B,BC_B_GIRLS_OU
VMEG,"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD",ECE,105,412,F,OU,BC_B,OC_GIRLS_UR
SRHP,"SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE) , HASANPARTHY",MEC,54,414,M,OU,BC_E,OC_GEN_UR
SNIS,"SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY, GHATKESAR",CIV,104,415,M,OU,ST,ST_GEN_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",ECE,106,416,F,OU,BC_B,BC_B_GIRLS_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",ECE,107,417,F,OU,BC_D,OC_GIRLS_OU
GNTW,"G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI, SHAIKPET",ECE,108,418,F,OU,BC_A,BC_A_GIRLS_OU
